Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,color,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",order-from,tariff-stat-no,print-surface,weight,dimensions,certificate,capacity,kapacitet,packaging,other,ovrigt,buy-from,standard-colour,imprint-surface,dimension,certificat,version,print-position-2,accessories,dimensionsr,print-area,dimensiones,colour,solar-charger,input,output,solar-laddning,printing-surface,tariff-statno,print-position-3,own-design,farg,sizes
165,"Electro Fire Gift Set",13700,,"A gift for everyone. A smart rechargeable lighter nicely packaged with a large block light really suits everyone. The lighter has no gas as its is powered by a rechargeable battery you can recharge again and again. One charge is enough for over 100 ignitions!

The gift is both nice, useful and environmentally friendly. Packaged in a gift bag with a greeting printed on a sticker that you design!",13700,"Accessories,Packaging","https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-Julklapp_9-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-gift_13700_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-gift_13700_4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-gift_13700_5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-gift_13700_6-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/God-jul_Electro-Fire-ljus_sticker_SIM-02.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/God-jul_Electro-Fire-ljus_sticker_SIM-03.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/God-jul_Electro-Fire-ljus_sticker_SIM-04.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/God-jul_Electro-Fire-ljus_sticker_SIM-05.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/God-jul_Electro-Fire-ljus_sticker_SIM-01.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Electro-Fire-gift_13700_1-scaled.jpg,,,label-included,-,-,-,-,-,-,-,-,-,-,,129,125,122,119,117,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
166,"PD 18W Powerbank 10.000mAh",13702,,"Denna powerbank är mer utrustad än de flesta powerbanks då denna har stöd för snabbladdning sk PD charging.

Sedan är storleken så kompakt att den lätt får plats i byxfickan utan att göra avkall på kraften.

Powerbanken är på hela 10 000mAh men en extremt kompakt storlek.

PD charging är att om du behöver du ladda snabbt så ladda med en Type C sladd för maximalt kraft på kortast möjliga tid.

Förutom vanligt USB uttag har denna powerbank även Type C laddutgång. Om du laddar din telefon med en Type C sladd genom Type C utgången kan du ladda din telefon dubbelt så fort mot att använda USB uttaget.

&nbsp;",13702,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_2_13702_typeC-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_4_13702_on-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_6_13702_USB-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_7_13702-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_8_13702_off-1-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_1_13702_USB-scaled.jpg,,,725-sv,-,"50 st",8507600065,"Svart, vit",60x35mm,Gravyr,ABS,176g,80x59x25mm,Rohs,227,216,199.50,193,181,171.50,165,-,-,-,-,-,-,-,10.000mAh,-,-,-,-,-,-,-,-,-,engraving-261-2b-2-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
167,"PD 18W Powerbank 10.000mAh",13702,,"This powerbank is more equipped than most powerbanks as this supports fast charging so-called PD charging.

The size is so compact that it easily fits in your trouser pocket without sacrificing power.

The powerbank is a full 10,000mAh but an extremely compact size.

PD charging is for when you need to charge quickly, charge with a Type C cord for maximum power in the shortest possible time.

In addition to the standard USB socket, this Powerbank also has a Type C charged output. If you charge your phone with a Type C cord through the Type C output, you can charge your phone twice as fast using the USB socket.",13702,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_2_13702_typeC-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_4_13702_on-1-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_6_13702_USB-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_7_13702-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_8_13702_off-1-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-10000mAh_1_13702_USB-scaled.jpg,,,725,"Black, white",-,-,-,-,Engraving,ABS,-,-,-,227,216,199.50,193,181,171.50,165,"50 pcs",8507600065,60x35mm,176g,80x59x25mm,Rohs,10.000mAh,-,-,-,-,-,-,-,-,-,-,engraving-261-2b-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
168,"PD 18W Powerbank 5000mAh",13701,,"Denna Powerbank är mer utrustad än de flesta Powerbanks då denna Powerbank har stöd för snabbladdning, så kallad PD charging. Storleken är så kompakt att den lätt får plats i byxfickan utan att göra avkall på kraften.

Powerbanken är på hela 5 000mAh men en extremt kompakt storlek.

PD charging är för snabbladdning, använd en Type C sladd för maximalt kraft på kortast möjliga tid.

Förutom vanligt USB uttag har denna Powerbank även Type C ladd utgång. Om du laddar din telefon med en Type C sladd genom Type C utgången kan du ladda din telefon dubbelt så fort mot att använda USB uttaget.",13701,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_TypeC_13701_9-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_off_13701_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_on_13701_8-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_TypeC_13701_5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_USB_13701_4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_off_13701_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_on_13701_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_13701_12b-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_USB_13701_11-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_13701_Pics.zip"" target=""_blank"" rel=""noopener"">Powerbank PD 18W 5000mAh_13701_Pics</a>",,725-sv,-,"100 st",8507600065,"Svart, vit",55x20mm,Gravyr,ABS,97g,80x40x27mm,Rohs,,182,167,162,153,145,140,-,-,-,-,-,-,-,5000mAh,-,-,-,-,-,-,-,-,-,engraving-261-2b-2-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
169,"PD 18W Powerbank 5000mAh",13701,,"This powerbank is more equipped than most powerbanks as this supports fast charging so-called PD charging. The size is so compact that it easily fits in your trouser pocket without sacrificing power. The powerbank is a full 5000mAh but an extremely compact size.

PD charging is a qick charge, charge with a Type C cord for maximum power in the shortest possible time.

In addition to the standard USB socket, this powerbank also has a Type C charged output. If you charge your phone with a Type C cord through the Type C output, you can charge your phone twice as fast using the USB socket.",13701,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_TypeC_13701_9-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_off_13701_7-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_on_13701_8-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_TypeC_13701_5-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_USB_13701_4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_off_13701_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_on_13701_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_13701_12b-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_USB_13701_11-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/08/Powerbank-PD-18W-5000mAh_13701_Pics.zip"" target=""_blank"" rel=""noopener"">Powerbank PD 18W 5000mAh_13701_Pics</a>",,725,"Black,white",-,-,-,-,Engraving,ABS,-,-,-,,182,167,162,153,145,140,"100 pcs",8507600065,55x20mm,97g,80x40x27mm,Rohs,5000mAh,-,-,-,-,-,-,-,-,-,-,engraving-261-2b-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
170,"Mousepad Textile Standard",13694,,"Våra musmattor tillverkade med en baksida i naturgummi ger en maximal kontaktyta mot ditt skrivbord och gör att du aldrig tappar fästet. Vår ultratäta fiberduk är specifikt framtagen för träffsäkerhet på pixelnivå. Tillsammans med mattans höga och täta textilkvalitet glider musen lätt och oförhindrat med en naturlig känsla över musmattan. Optimerad för alla typer av sensorer.

Vi använder FSC sublimeringspapper och färgerna är vattenbaserade. Produceras in-house i Malmö.",13694,"Hemma/Kontor,Musmattor/Gaming","https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Mousepad-Textile-example-03-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Musmatta-Textil-Large_13694_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Mousepad-Textile-example-05.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Musmatta-Textil-Large_13694_1-ENG.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/06/Mousepad-Textile-13494_Pic.zip"" target=""_blank"" rel=""noopener"">Mousepad Textile 13494_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/06/00000-Mousepad-Textile_Standard_240x200mm_SIM.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Textile_Standard_240x200mm_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/06/00000-Mousepad-Textile_Standard_240x200mm_MATTA.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Textile_Standard_240x200mm_MATTA</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13694-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13694 Declaration of conformity</a>",,730-sv,-,"100 st",4016999790,"Benvit textil, svart gummibotten","Fullfärgstryck CMYK",Anpassad,Naturgummi/textil,80g,"Rektangulär: 240x200mm  (tjocklek 3mm)",Reach,,30,25,20,19,14,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171,"Mousepad Textile Standard",13694,,"With a backside made  of natural rubber our mousepads provide a maximum contact surface to your desk without loosing the grip. Our ultra-dense non-woven fabric are specifically designed for pixel-level accuracy. Together with the pads high and dense textile quality, the mouse slides easily and unobstructed with a natural feel over the mousepad. Optimized for all types of sensors.

We use FSC sublimation heat transfer paper and the ink is waterbased. Produced in-house in Malmö.",13694,"Home/Office,Mousepads/Gaming","https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Mousepad-Textile-example-03-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Musmatta-Textil-Large_13694_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Mousepad-Textile-example-05.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/06/Musmatta-Textil-Large_13694_1-ENG.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/06/Mousepad-Textile-13494_Pic.zip"" target=""_blank"" rel=""noopener"">Mousepad Textile 13494_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/06/00000-Mousepad-Textile_Standard_240x200mm_SIM.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Textile_Standard_240x200mm_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/06/00000-Mousepad-Textile_Standard_240x200mm_MATTA.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad Textile_Standard_240x200mm_MATTA</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13694-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13694 Declaration of conformity</a>",,730,"Off-white fabric, black bottom",-,-,-,-,Adapted,"Natural rubber/textile",-,-,-,,30,25,20,19,14,13,"100 pcs",4016999790,"Fullcolor print CMYK",80g,"Rectangular: 240x200mm (Thickness 3mm)",Reach,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
172,"Webcam Cover Mobile (15mm)",13690,,"Skydda dig från insyn via kamerahålet på din telefon. Ett supertunt skydd som fästs med dubbelhäftande tejp ovanpå linsen. Öppnas och stängs smidigt och kan sitta permanent, utan att plockas bort. En universal produkt som passar merparten av marknadens telefoner. Skyddet levereras monterat på standardkort. Egen design på kort möjligt mot tillägg. Se även vår modell för surfplattor och laptops.",13690,"Laptop-tillbehör,Mobiltillbehör,Säkerhet","https://elvirainfotech.live/usb/wp-content/uploads/2020/03/Webcam-Cover-Mobile_White.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/IMG_0001_frilaggd.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/IMG_0002_frilaggd.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/11A9698_frilaggd.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/11A9700_frilaggd.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/03/Webcam-Cover-Mobile_Black-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/03/Webcam-Cover-Mobile_Pics.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Mobile_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/03/Webcam-Cover-Mobile_15x9_13690_SIM.pdf"" target=""_blank"" rel=""noopener"">Webcam Cover Mobile_16x9_13690_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13690-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13690 Declaration of conformity</a>",,"715-sv,210-10s-sv,210-10-3s-sv,210-10-4s-sv,213-13s-sv",-,"250 st",3926909790,"Vit, svart",,"Screen, fullfärg",ABS,2g,15x9x1mm,RoHS,,22,11,10.50,9,7.50,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13598-sv,-,-,-,-,-,-,-,-,-,-,-,-,-,-
173,"Webcam Cover Mobile (15mm)",13690,,"Protect yourself from the camera hole on your phone. A supertight cover that attaches with self adhesive tape on top of the lens. Opens and closes smoothly and can be permanently left without being removed. A universal product that fits most of the market phones. The cover is delivered mounted on standard cards. Custom design on card possible for additions. There is also a model for tablets and laptops available.",13690,"Laptop Products,Mobile Accessories,Security","https://elvirainfotech.live/usb/wp-content/uploads/2020/03/Webcam-Cover-Mobile_White.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/IMG_0001_frilaggd.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/IMG_0002_frilaggd.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/11A9698_frilaggd-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/03/11A9700_frilaggd-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2020/03/Webcam-Cover-Mobile_Black-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/03/Webcam-Cover-Mobile_Pics.zip"" target=""_blank"" rel=""noopener"">Webcam Cover Mobile_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/03/Webcam-Cover-Mobile_15x9_13690_SIM.pdf"" target=""_blank"" rel=""noopener"">Webcam Cover Mobile_16x9_13690_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13690-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13690 Declaration of conformity</a>",,"715,210-10s,210-10-3s,210-10-4s,213-13s","White, black",-,-,-,-,"Screen, fullcolor print",ABS,-,-,-,,0,11,10.50,9,7.50,7,"250 pcs",3926909790,,2g,15x9x1mm,RoHS,-,-,-,-,-,-,-,-,-,-,-,-,13598,-,-,-,-,-,-,-,-,-,-,-,-,-,-
174,"R-PET LED Powerbank 6000mAh",13688,,"<span data-contrast=""auto"">En </span><span data-contrast=""auto"">powerbank</span><span data-contrast=""auto""> tillverkad av återvunna PET Flaskor enligt Global Recycled Standard 4.0. Den har en UV-beläggning för att göra den extra hållbar. </span><span data-contrast=""auto"">Visa din logo på ett miljövänligare sätt</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:160,&quot;335559740&quot;:259}"">. </span><span data-contrast=""auto"">Vi graverar din logo och belyser den inifrån med LED lampa. Logon börjar lysa så fort du använder </span><span data-contrast=""auto"">powerbanken</span><span data-contrast=""auto"">. Spännande och unikt. </span><span data-contrast=""auto"">LED lampan kan lysa i valfri färg, upp till dig! Powerbanken är på hela 6000mAh. </span>

<span data-contrast=""auto"">Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas.</span>",13688,"ECO Produkter,Laddare/Sladdar","https://elvirainfotech.live/usb/wp-content/uploads/2020/01/R-PET-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_4.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/01/RPET-Powerbank_Standard-Box.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_SPECIAL-GIFT-BOX_SIM.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_10.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_1b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/01/R-PET-LED-Powerbank_13688Pic.zip"" target=""_blank"" rel=""noopener"">R-PET LED Powerbank_13688Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/01/13688_R-PET-LED-powerbank_SIM-1.pdf"" target=""_blank"" rel=""noopener"">13688_R-PET LED powerbank_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/01/13688-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13688 Declaration of Conformity</a>",,"10000-sv,730-sv,725-sv",-,"50 st",8507600065,Svart,"44,8x89,3mm","Gravyr, fullfärg",R-PET,117g,"120,8x65,8x13mm","RohS, CE",225,186,176,169,163,152,145,-,-,-,-,-,-,-,"6000 mAh 5V/1,5A, Output: 5V/2A",-,-,-,-,-,-,-,-,-,-,gbm-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
175,"R-PET LED Powerbank 6000mAh",13688,,"A powerbank made from recycled PET Bottles collected according to Global Recycled Standard 4.0. It has an UV-coating to make it extra durable. Show your logo in a more environmentally friendly way. We engrave your logo and illuminate it from within with a LED lamp. The logo lights up as soon as you use the powerbank. Exciting and unique. The LED lamp can shine in any color, up to you! The powerbank is 6000mAh.

All our chargers have protection against overcharging, discharge, short-circuit and overvoltage which protects both the charger and the device being charged.",13688,"Chargers/Cables,ECO Products","https://elvirainfotech.live/usb/wp-content/uploads/2020/01/R-PET-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_2-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_4-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2020/01/RPET-Powerbank_Standard-Box.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/06/Powerbank_SPECIAL-GIFT-BOX_SIM.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_10-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2019/12/R-Pet-LED-Powerbank_13688_1b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2020/01/R-PET-LED-Powerbank_13688Pic.zip"" target=""_blank"" rel=""noopener"">R-PET LED Powerbank_13688Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/01/13688_R-PET-LED-powerbank_SIM-1.pdf"" target=""_blank"" rel=""noopener"">13688_R-PET LED powerbank_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2020/01/13688-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13688 Declaration of Conformity</a>",,"10000,725,730",Black,-,-,-,-,"Engraving, Full colour",R-PET,-,-,-,225,186,176,169,163,0,0,"50 pcs",8507600065,"44,8x89,3mm",117g,"120,8x65,8x13mm","RohS, CE","6000 mAh 5V/1,5A, Output: 5V/2A",-,-,-,-,-,-,-,-,-,-,-,gbm,-,-,-,-,-,-,-,-,-,-,-,-,-,-
